51150	1.1254255
126792	1.1254255
388581	1.1254255
118424	1.1254255
6339	1.1254255
116983	1.1254255
126789	1.1254255
54973	1.1254255
80772	1.1254255
83756	1.1254255
1855	1.1254255
54587	1.1254255
54998	1.1254255
81669	1.1254255
148413	1.1254255
55052	1.1254255
441869	1.1254255
83858	1.1510035
55210	1.1510035
339453	1.1510035
29101	1.1510035
643988	1.1510035
142678	1.1510035
8510	1.1510035
984	1.1510035
728661	1.1510035
984	1.1706886
728661	1.1706886
8511	1.1706886
728642	1.1706886
9906	1.1706886
65220	1.1706886
2782	1.1706886
984	1.1745726
728661	1.1745726
728642	1.1745726
9906	1.1745726
65220	1.1745726
2782	1.1745726
2782	1.1846582
163688	1.1846582
339456	1.1846582
85452	1.1846582
2782	1.1851936
163688	1.1851936
339456	1.1851936
85452	1.1851936
2563	1.1851936
2782	1.1854321
163688	1.1854321
339456	1.1854321
85452	1.1854321
2563	1.1854321
2782	1.1855450
163688	1.1855450
339456	1.1855450
85452	1.1855450
2563	1.1855450
2782	1.1856700
163688	1.1856700
339456	1.1856700
85452	1.1856700
2563	1.1856700
2782	1.1862958
163688	1.1862958
339456	1.1862958
85452	1.1862958
2563	1.1862958
2782	1.1870210
163688	1.1870210
339456	1.1870210
85452	1.1870210
2563	1.1870210
2782	1.1871417
163688	1.1871417
339456	1.1871417
85452	1.1871417
2563	1.1871417
2782	1.1874581
163688	1.1874581
339456	1.1874581
85452	1.1874581
2563	1.1874581
2782	1.1875145
163688	1.1875145
339456	1.1875145
85452	1.1875145
2563	1.1875145
2782	1.1875267
163688	1.1875267
339456	1.1875267
85452	1.1875267
2563	1.1875267
2782	1.1877238
163688	1.1877238
339456	1.1877238
85452	1.1877238
2563	1.1877238
2782	1.1877352
163688	1.1877352
339456	1.1877352
85452	1.1877352
2563	1.1877352
2782	1.1882287
163688	1.1882287
339456	1.1882287
85452	1.1882287
2563	1.1882287
5590	1.1882287
2782	1.1882949
163688	1.1882949
339456	1.1882949
85452	1.1882949
2563	1.1882949
5590	1.1882949
2782	1.1882960
163688	1.1882960
339456	1.1882960
85452	1.1882960
2563	1.1882960
5590	1.1882960
2782	1.1886222
163688	1.1886222
339456	1.1886222
85452	1.1886222
2563	1.1886222
5590	1.1886222
2782	1.1886385
163688	1.1886385
339456	1.1886385
85452	1.1886385
2563	1.1886385
5590	1.1886385
2782	1.1886519
163688	1.1886519
339456	1.1886519
85452	1.1886519
2563	1.1886519
5590	1.1886519
2782	1.1887019
163688	1.1887019
339456	1.1887019
85452	1.1887019
2563	1.1887019
5590	1.1887019
2782	1.1888369
163688	1.1888369
339456	1.1888369
85452	1.1888369
2563	1.1888369
5590	1.1888369
2782	1.1889025
163688	1.1889025
339456	1.1889025
85452	1.1889025
2563	1.1889025
5590	1.1889025
2782	1.1889792
163688	1.1889792
339456	1.1889792
85452	1.1889792
2563	1.1889792
5590	1.1889792
2782	1.1892325
163688	1.1892325
339456	1.1892325
85452	1.1892325
2563	1.1892325
5590	1.1892325
163688	1.1937207
339456	1.1937207
85452	1.1937207
